segment_id,split_label,anomaly_label,domain_shift_op,domain_shift_env,imp23absu_mic,ism330dhcx_acc,ism330dhcx_gyro
20240423_15_42_48_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_42_48_DataLog_0.parquet,ism330dhcx_acc_20240423_15_42_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_42_48_DataLog_0.parquet
20240423_16_10_28_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_16_10_28_DataLog_0.parquet,ism330dhcx_acc_20240423_16_10_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_10_28_DataLog_0.parquet
20240423_16_02_11_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_16_02_11_DataLog_0.parquet,ism330dhcx_acc_20240423_16_02_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_02_11_DataLog_0.parquet
20240423_15_17_48_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_17_48_DataLog_0.parquet,ism330dhcx_acc_20240423_15_17_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_17_48_DataLog_0.parquet
20240423_15_05_12_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_05_12_DataLog_0.parquet,ism330dhcx_acc_20240423_15_05_12_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_05_12_DataLog_0.parquet
20240423_13_36_58_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_36_58_DataLog_0.parquet,ism330dhcx_acc_20240423_13_36_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_36_58_DataLog_0.parquet
20240423_15_07_48_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_07_48_DataLog_0.parquet,ism330dhcx_acc_20240423_15_07_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_07_48_DataLog_0.parquet
20240423_15_07_39_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_07_39_DataLog_0.parquet,ism330dhcx_acc_20240423_15_07_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_07_39_DataLog_0.parquet
20240423_15_09_54_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_09_54_DataLog_0.parquet,ism330dhcx_acc_20240423_15_09_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_09_54_DataLog_0.parquet
20240423_15_13_26_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_13_26_DataLog_0.parquet,ism330dhcx_acc_20240423_15_13_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_13_26_DataLog_0.parquet
20240423_13_50_41_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_50_41_DataLog_0.parquet,ism330dhcx_acc_20240423_13_50_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_50_41_DataLog_0.parquet
20240423_15_12_48_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_12_48_DataLog_0.parquet,ism330dhcx_acc_20240423_15_12_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_12_48_DataLog_0.parquet
20240423_15_36_11_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_36_11_DataLog_0.parquet,ism330dhcx_acc_20240423_15_36_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_36_11_DataLog_0.parquet
20240423_13_30_39_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_30_39_DataLog_0.parquet,ism330dhcx_acc_20240423_13_30_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_30_39_DataLog_0.parquet
20240423_13_21_07_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_21_07_DataLog_0.parquet,ism330dhcx_acc_20240423_13_21_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_21_07_DataLog_0.parquet
20240423_12_53_36_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_53_36_DataLog_0.parquet,ism330dhcx_acc_20240423_12_53_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_53_36_DataLog_0.parquet
20240423_15_41_49_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_41_49_DataLog_0.parquet,ism330dhcx_acc_20240423_15_41_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_41_49_DataLog_0.parquet
20240423_15_37_21_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_37_21_DataLog_0.parquet,ism330dhcx_acc_20240423_15_37_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_37_21_DataLog_0.parquet
20240423_16_27_58_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_27_58_DataLog_0.parquet,ism330dhcx_acc_20240423_16_27_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_27_58_DataLog_0.parquet
20240423_16_30_36_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_30_36_DataLog_0.parquet,ism330dhcx_acc_20240423_16_30_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_30_36_DataLog_0.parquet
20240423_13_25_53_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_25_53_DataLog_0.parquet,ism330dhcx_acc_20240423_13_25_53_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_25_53_DataLog_0.parquet
20240423_14_29_48_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_29_48_DataLog_0.parquet,ism330dhcx_acc_20240423_14_29_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_29_48_DataLog_0.parquet
20240423_14_05_45_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_05_45_DataLog_0.parquet,ism330dhcx_acc_20240423_14_05_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_05_45_DataLog_0.parquet
20240423_15_23_06_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_23_06_DataLog_0.parquet,ism330dhcx_acc_20240423_15_23_06_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_23_06_DataLog_0.parquet
20240423_15_25_04_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_25_04_DataLog_0.parquet,ism330dhcx_acc_20240423_15_25_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_25_04_DataLog_0.parquet
20240423_15_50_21_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_15_50_21_DataLog_0.parquet,ism330dhcx_acc_20240423_15_50_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_50_21_DataLog_0.parquet
20240423_16_12_26_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_16_12_26_DataLog_0.parquet,ism330dhcx_acc_20240423_16_12_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_12_26_DataLog_0.parquet
20240423_13_35_49_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_35_49_DataLog_0.parquet,ism330dhcx_acc_20240423_13_35_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_35_49_DataLog_0.parquet
20240423_13_41_35_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_41_35_DataLog_0.parquet,ism330dhcx_acc_20240423_13_41_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_41_35_DataLog_0.parquet
20240423_13_12_04_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_12_04_DataLog_0.parquet,ism330dhcx_acc_20240423_13_12_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_12_04_DataLog_0.parquet
20240423_16_35_02_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_35_02_DataLog_0.parquet,ism330dhcx_acc_20240423_16_35_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_35_02_DataLog_0.parquet
20240423_15_36_01_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_36_01_DataLog_0.parquet,ism330dhcx_acc_20240423_15_36_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_36_01_DataLog_0.parquet
20240423_16_39_52_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_39_52_DataLog_0.parquet,ism330dhcx_acc_20240423_16_39_52_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_39_52_DataLog_0.parquet
20240423_14_24_38_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_24_38_DataLog_0.parquet,ism330dhcx_acc_20240423_14_24_38_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_24_38_DataLog_0.parquet
20240423_13_10_26_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_10_26_DataLog_0.parquet,ism330dhcx_acc_20240423_13_10_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_10_26_DataLog_0.parquet
20240423_13_42_15_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_42_15_DataLog_0.parquet,ism330dhcx_acc_20240423_13_42_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_42_15_DataLog_0.parquet
20240423_16_00_15_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_00_15_DataLog_0.parquet,ism330dhcx_acc_20240423_16_00_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_00_15_DataLog_0.parquet
20240423_13_14_32_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_14_32_DataLog_0.parquet,ism330dhcx_acc_20240423_13_14_32_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_14_32_DataLog_0.parquet
20240423_14_28_17_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_28_17_DataLog_0.parquet,ism330dhcx_acc_20240423_14_28_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_28_17_DataLog_0.parquet
20240423_15_32_11_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_32_11_DataLog_0.parquet,ism330dhcx_acc_20240423_15_32_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_32_11_DataLog_0.parquet
20240423_13_49_52_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_49_52_DataLog_0.parquet,ism330dhcx_acc_20240423_13_49_52_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_49_52_DataLog_0.parquet
20240423_16_39_42_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_39_42_DataLog_0.parquet,ism330dhcx_acc_20240423_16_39_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_39_42_DataLog_0.parquet
20240423_15_17_39_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_17_39_DataLog_0.parquet,ism330dhcx_acc_20240423_15_17_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_17_39_DataLog_0.parquet
20240423_14_34_35_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_34_35_DataLog_0.parquet,ism330dhcx_acc_20240423_14_34_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_34_35_DataLog_0.parquet
20240423_13_38_27_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_38_27_DataLog_0.parquet,ism330dhcx_acc_20240423_13_38_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_38_27_DataLog_0.parquet
20240423_14_38_23_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_38_23_DataLog_0.parquet,ism330dhcx_acc_20240423_14_38_23_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_38_23_DataLog_0.parquet
20240423_16_32_35_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_32_35_DataLog_0.parquet,ism330dhcx_acc_20240423_16_32_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_32_35_DataLog_0.parquet
20240423_13_28_21_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_28_21_DataLog_0.parquet,ism330dhcx_acc_20240423_13_28_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_28_21_DataLog_0.parquet
20240423_14_45_59_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_45_59_DataLog_0.parquet,ism330dhcx_acc_20240423_14_45_59_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_45_59_DataLog_0.parquet
20240423_14_28_27_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_28_27_DataLog_0.parquet,ism330dhcx_acc_20240423_14_28_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_28_27_DataLog_0.parquet
20240423_15_37_51_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_37_51_DataLog_0.parquet,ism330dhcx_acc_20240423_15_37_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_37_51_DataLog_0.parquet
20240423_14_58_07_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_14_58_07_DataLog_0.parquet,ism330dhcx_acc_20240423_14_58_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_58_07_DataLog_0.parquet
20240423_15_09_34_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_09_34_DataLog_0.parquet,ism330dhcx_acc_20240423_15_09_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_09_34_DataLog_0.parquet
20240423_13_23_25_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_23_25_DataLog_0.parquet,ism330dhcx_acc_20240423_13_23_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_23_25_DataLog_0.parquet
20240423_15_21_49_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_21_49_DataLog_0.parquet,ism330dhcx_acc_20240423_15_21_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_21_49_DataLog_0.parquet
20240423_16_11_37_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_11_37_DataLog_0.parquet,ism330dhcx_acc_20240423_16_11_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_11_37_DataLog_0.parquet
20240423_14_06_25_segment_0,Normal_Source_Train,normal,spd1800,BckgA,imp23absu_mic_20240423_14_06_25_DataLog_0.parquet,ism330dhcx_acc_20240423_14_06_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_06_25_DataLog_0.parquet
20240423_13_47_53_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_47_53_DataLog_0.parquet,ism330dhcx_acc_20240423_13_47_53_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_47_53_DataLog_0.parquet
20240423_14_23_08_segment_0,Normal_Source_Train,normal,spd1800,BckgA,imp23absu_mic_20240423_14_23_08_DataLog_0.parquet,ism330dhcx_acc_20240423_14_23_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_23_08_DataLog_0.parquet
20240423_16_03_38_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_16_03_38_DataLog_0.parquet,ism330dhcx_acc_20240423_16_03_38_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_03_38_DataLog_0.parquet
20240423_14_35_44_segment_0,Normal_Source_Train,normal,spd1900,BckgC,imp23absu_mic_20240423_14_35_44_DataLog_0.parquet,ism330dhcx_acc_20240423_14_35_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_35_44_DataLog_0.parquet
20240423_16_09_38_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_16_09_38_DataLog_0.parquet,ism330dhcx_acc_20240423_16_09_38_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_09_38_DataLog_0.parquet
20240423_15_27_39_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_27_39_DataLog_0.parquet,ism330dhcx_acc_20240423_15_27_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_27_39_DataLog_0.parquet
20240423_16_07_21_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_07_21_DataLog_0.parquet,ism330dhcx_acc_20240423_16_07_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_07_21_DataLog_0.parquet
20240423_16_04_55_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_04_55_DataLog_0.parquet,ism330dhcx_acc_20240423_16_04_55_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_04_55_DataLog_0.parquet
20240423_15_22_28_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_22_28_DataLog_0.parquet,ism330dhcx_acc_20240423_15_22_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_22_28_DataLog_0.parquet
20240423_14_49_08_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_49_08_DataLog_0.parquet,ism330dhcx_acc_20240423_14_49_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_49_08_DataLog_0.parquet
20240423_14_48_48_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_48_48_DataLog_0.parquet,ism330dhcx_acc_20240423_14_48_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_48_48_DataLog_0.parquet
20240423_15_36_41_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_36_41_DataLog_0.parquet,ism330dhcx_acc_20240423_15_36_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_36_41_DataLog_0.parquet
20240423_16_06_32_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_06_32_DataLog_0.parquet,ism330dhcx_acc_20240423_16_06_32_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_06_32_DataLog_0.parquet
20240423_16_20_04_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_20_04_DataLog_0.parquet,ism330dhcx_acc_20240423_16_20_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_20_04_DataLog_0.parquet
20240423_13_33_40_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_33_40_DataLog_0.parquet,ism330dhcx_acc_20240423_13_33_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_33_40_DataLog_0.parquet
20240423_16_37_56_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_37_56_DataLog_0.parquet,ism330dhcx_acc_20240423_16_37_56_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_37_56_DataLog_0.parquet
20240423_14_55_41_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_14_55_41_DataLog_0.parquet,ism330dhcx_acc_20240423_14_55_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_55_41_DataLog_0.parquet
20240423_14_43_20_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_43_20_DataLog_0.parquet,ism330dhcx_acc_20240423_14_43_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_43_20_DataLog_0.parquet
20240423_12_49_16_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_49_16_DataLog_0.parquet,ism330dhcx_acc_20240423_12_49_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_49_16_DataLog_0.parquet
20240423_12_56_40_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_56_40_DataLog_0.parquet,ism330dhcx_acc_20240423_12_56_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_56_40_DataLog_0.parquet
20240423_15_59_17_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_15_59_17_DataLog_0.parquet,ism330dhcx_acc_20240423_15_59_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_59_17_DataLog_0.parquet
20240423_16_00_25_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_16_00_25_DataLog_0.parquet,ism330dhcx_acc_20240423_16_00_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_00_25_DataLog_0.parquet
20240423_16_40_11_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_40_11_DataLog_0.parquet,ism330dhcx_acc_20240423_16_40_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_40_11_DataLog_0.parquet
20240423_14_17_20_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_17_20_DataLog_0.parquet,ism330dhcx_acc_20240423_14_17_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_17_20_DataLog_0.parquet
20240423_15_13_36_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_13_36_DataLog_0.parquet,ism330dhcx_acc_20240423_15_13_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_13_36_DataLog_0.parquet
20240423_15_56_13_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_15_56_13_DataLog_0.parquet,ism330dhcx_acc_20240423_15_56_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_56_13_DataLog_0.parquet
20240423_12_51_40_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_51_40_DataLog_0.parquet,ism330dhcx_acc_20240423_12_51_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_51_40_DataLog_0.parquet
20240423_15_12_57_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_12_57_DataLog_0.parquet,ism330dhcx_acc_20240423_15_12_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_12_57_DataLog_0.parquet
20240423_14_34_05_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_34_05_DataLog_0.parquet,ism330dhcx_acc_20240423_14_34_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_34_05_DataLog_0.parquet
20240423_15_40_40_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_40_40_DataLog_0.parquet,ism330dhcx_acc_20240423_15_40_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_40_40_DataLog_0.parquet
20240423_13_51_41_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_51_41_DataLog_0.parquet,ism330dhcx_acc_20240423_13_51_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_51_41_DataLog_0.parquet
20240423_14_14_51_segment_0,Normal_Source_Train,normal,spd1800,BckgA,imp23absu_mic_20240423_14_14_51_DataLog_0.parquet,ism330dhcx_acc_20240423_14_14_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_14_51_DataLog_0.parquet
20240423_15_07_58_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_07_58_DataLog_0.parquet,ism330dhcx_acc_20240423_15_07_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_07_58_DataLog_0.parquet
20240423_15_12_29_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_12_29_DataLog_0.parquet,ism330dhcx_acc_20240423_15_12_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_12_29_DataLog_0.parquet
20240423_13_30_49_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_30_49_DataLog_0.parquet,ism330dhcx_acc_20240423_13_30_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_30_49_DataLog_0.parquet
20240423_15_30_54_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_30_54_DataLog_0.parquet,ism330dhcx_acc_20240423_15_30_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_30_54_DataLog_0.parquet
20240423_13_04_56_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_13_04_56_DataLog_0.parquet,ism330dhcx_acc_20240423_13_04_56_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_04_56_DataLog_0.parquet
20240423_13_55_20_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_55_20_DataLog_0.parquet,ism330dhcx_acc_20240423_13_55_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_55_20_DataLog_0.parquet
20240423_16_29_17_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_29_17_DataLog_0.parquet,ism330dhcx_acc_20240423_16_29_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_29_17_DataLog_0.parquet
20240423_15_07_00_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_07_00_DataLog_0.parquet,ism330dhcx_acc_20240423_15_07_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_07_00_DataLog_0.parquet
20240423_15_17_20_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_17_20_DataLog_0.parquet,ism330dhcx_acc_20240423_15_17_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_17_20_DataLog_0.parquet
20240423_15_40_10_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_40_10_DataLog_0.parquet,ism330dhcx_acc_20240423_15_40_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_40_10_DataLog_0.parquet
20240423_13_16_31_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_16_31_DataLog_0.parquet,ism330dhcx_acc_20240423_13_16_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_16_31_DataLog_0.parquet
20240423_15_08_17_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_08_17_DataLog_0.parquet,ism330dhcx_acc_20240423_15_08_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_08_17_DataLog_0.parquet
20240423_16_36_20_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_36_20_DataLog_0.parquet,ism330dhcx_acc_20240423_16_36_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_36_20_DataLog_0.parquet
20240423_14_20_08_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_20_08_DataLog_0.parquet,ism330dhcx_acc_20240423_14_20_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_20_08_DataLog_0.parquet
20240423_13_47_24_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_47_24_DataLog_0.parquet,ism330dhcx_acc_20240423_13_47_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_47_24_DataLog_0.parquet
